customer_id,user_name,ratings,review_head,review_body
review-8e26c0ec-473d-4eee-8e76-8c8c47bbd837,Flipkart Customer,5,Simply awesome,received ipad yesterday much expected delivery date thank flipkart picked 6th gen rose gold 32gb wifi version superb deal brainer actually discount price 18298 ipad performance awesome use mainly write scripts edit raw photos lightroom snapseed mextures preliminary video editing premiere clips breeze look forward using pencil update reviread
review-cf9a8616-c6d2-4488-8367-1f29930b1cbb,Flipkart Customer,4,Worth the money,bought day yesterday 23k damn total value money display sharp clear although personally see pixels used much higher resolution display s9 performance great honestly speaking ipad pro overpowered dont need much power normal use people need professionals use ipad video editing stuff u wanna get macbook insteadread
review-f65addb4-5158-4970-a636-94ce00b7273f,Mohit Kumar,5,Simply awesome,dont get laptop get ipad get apple pencil take creativity whole another level youre planning buy iphone get ipad instead buy android mid range phone phones good todays world man get ipad gaming multitasking productivity entertainment anything ipad handle ease camera good take photos documents get ipad apple pencil ipad read
review-03d86923-1a25-42a1-b7f3-09f3b0bb16e4,Dinesh kumar,2,Terrible product,bought iphone 6 flipkart 2014 didnt single complaint back trust purchased ipad 2018 touch responsive went apple stores confirmed screen shows different colors sometimes week purchased product option return flipkart mentioned complaint taken apple service known cant return faulty productread
review-18eac9e5-e165-4438-a9d8-715e5daf5a3e,Abhishek Hans,1,Absolute rubbish!,5 star product seems genuine nothing wrong pros 1 hang 2 fast 3 32 gb enough 4 supports apple pencil cons camera delivery worst go vendor pick courier wait 30 minutes gave courier house near railway station almost 3km ekart warehouse still deliver package citing reason house unserviceable area worst part deliver 5 couriers read
review-9128a781-e7ab-4464-91a4-7198a1ee85bb,C Panda,1,Waste of money!,ordered ipad flipkart 20th october got delivered 22nd october sent product accessories missing also device scratches made replacement request 5 times every time say replacement request taken replacement delivered earliest cancel replacement within 612 hours cancelled replacement request 5 times return request 1 time mentally harassing mread
review-0e8036fe-d8b2-45ef-b57e-a3c7607d31f8,Flipkart Customer,5,Super!,excellent product college students well gaming ie gamers personally take performance amazingmoreover iconic indian player like mortal maxternkinganbru also played ipad kinganbru still playing thisso understand great product thisif studentthen heres plus pointit handy carry anywhereit provides big screen readingcan replace laptop need muread
review-ab478a77-dce9-4d46-a46b-21c412eea8c3,Dipankar Sanyal,5,Just wow!,let clear doubt1 seen ipad pro 105 beside ipad 2018 screen quite good pro slight less contrast color dont worry air gap screen want space grey version air gap unnoticeable screen really good dont worry it2i got 24900 instead 23900 rare better offer serial matches bill even get insurance done apple authoriread
review-4d0aa774-8ac1-4baf-b7ef-d4a1081ab56f,Ravinder Singh,5,Simply awesome,nice ipad battery awesome good students want study tablet best option available chip compared apple products
review-27657684-67dd-427a-b5d0-c9b13b2a8269,Kishan Raj,5,Wonderful,first apple device bought 128gb variant space grey thinking 6 month bought one must say best tablet market price range top rated class apart brilliant experience useful creative educational even professional purpose use education based battery per use easily lasts 15 2 days rarely watch videos usually read lot note making performance performanceread
review-e03c8e48-6421-4e38-b898-cc08657b34a0,Shiva Adlakha,5,Wonderful,thing blessing new ios ipads wanna try without worrying digging huge hole pockets price first apple product purchased maybe last everything else apple overpriced ipad competition samsung ipad forget android tabs dont exclusive premium apps like apple tabs performance man tab smooth helpful apple pencil read
review-d6a17d8e-cce9-473d-83be-107ec730202b,subho mistri,5,Review from a First Time Apple User (Read if your'e too),first apple product android windows tab user appears like something planeti mid range android phone fluidity ios something different cant download whatsapp still giving 5stars reasons follows1 smooth buttery experience get ipad comparable high end android tablet like samsung rs50000 price tag even android phones 20k30k2 small small thiread
review-09ca7bdd-61c8-4ba2-872c-d4cc7bccd5b5,Anand Dugad,3,Nice,im writing review almost 8 month1 pricedecember 1st week got 28k 29k price offers2 displayquit best exactly need entertainmentstudynotesgame many more3 batteryquit good even morethan good almost upto 90 95 percentage charge survive 6 10 hrs even use condition ipad survive upto 5 9 days4 camerauseless dont even think would take quality pictures5 touch idaverage work averagely6 weighread
review-15b9a1db-19d0-4f4a-9c3b-26ebc5bad03b,yannabathula robin,5,Simply awesome,good ipad got 21999 big diwali sale good product tnq flipkart good offer u given us good students
review-2346a275-816a-4ca6-b958-cb494e791117,Balu Maganti,5,Classy product,cheapest ipad ever still great value made notes tablet using generic stylus dont look anywhere else buying tablet appleit take time use ios trust get
review-dbfd1f39-78f2-4665-85f6-1ca524b5c843,Naeem Ziyad,5,All hail Flipkart!!,got delivered 5 days day prior schedule pretty sure cannot get ipad cheaper rate got thanks flipkart big shopping days got nearly 5k discount havent started using product yet checked switching etc update review later ty flipkart hdfc discounts
review-a137fd1a-0ce8-4d4e-873e-c1abb32f06b8,Deepak Desale,5,Best in the market!,looking something replace laptop entertainment purpose go bought educational purpose hectic thing share files battery backup amazing camera quality average sound clarify clear crisp user interface handy sound output loud clear went gold colour version looks premium buy cover screen protection use reading books surfing browser replread
review-7d51ce35-3457-456a-953c-1ad087c194d3,Vinod Kumar,5,Best in the market!,great affordable product best students go sale u save bucks everthing great terms performance battery backup cons observed take 5 6 hrs full charge still u feel happy battery backup good camera quaslity great ok price point u cant expect verdict u want branded affordable best performing tablet education gaming entertainmread
review-0a49fbaf-cf20-4208-af20-857f9a80fe05,Kameswara Kumar Akundi,5,Apple at its best!,completely satisfied product written positive reviews mine also category playing simple games like chess using sketching softwares like adobe sketch adobe illudtrator draw autodesk sketch book notepad concepts comparison os based tablets display quality screen good along processing speed however ram less contrast top class android tablet brands batteread
review-09161a8b-0dfd-4f10-bd06-280792f616af,Debojyoti Kundu,5,Best tab to be purchased at this price,best apple product get reasonable price display way better tablets price range performance good battery life exceptional apples excellent software support means use 23 years without major issues new gold colour looks good real life overall really value money apple product
review-0c5ed70f-4dea-4567-a93d-e467e18c49fc,Mohd Haris,5,Terrific purchase,best tablet find price pointlets get straight point many people searching pubgearlier playing pubg redmi note 5 pro device pretty outdated want get better gaming experience bought thisand must say experience fantabulousthe a10 processor handles game smooth effecient game runs buttery smooth good internet connection graphics upto hdr fpsread
review-45677325-2e54-4f04-8985-194ef363aba7,Shailansh Gaur,5,Brilliant,first apple fanboy loyal customer samsung android first experience ios secondly would request stop comparing device ipad pro whole different level almost double budget ipad coming device perfect one word ipad amount spend totally worth price felt things could matter would camera quality use rarely doesnread
review-f036cab5-515b-4495-ad34-de36db64ceba,Swagatika Nayak,5,Terrific,ipad useful students love readingpaintingwrittingblogging science studentscan writedraw watch videosno need paper good notes made apple pencilneed buy separatelywifi enabledworks good kindleapple pencil needed explore ipadrecently updated os 12which adds amazing features thank u flipkart wonderful product rs21999 big billion days 2018
review-7efdff01-6a0b-4287-8c1e-e1cd9bd6a59e,Manilal Kumar,3,Does the job,apple apple heard time well didnt wanted go iphone android gave shot ipad 2018 experiencepros1 performance speed great2 battery life superb 97 inch device almost got 10 hr screen time well device new cant say satisfied3 screen graphics good real fun play games ipad4 apple devices dont need 4gb 6gb ram5 heating issue yet6 looks better mosread
review-e93422fd-e630-4a2e-a8bc-fd64f94f909a,Chethan Jadhav,5,Worthy Gadget,confused ipad pro 2017 ipad 2018 6th gen recommend go 2018 6th gen 32gb 128gb know ipad pro advantages 4gb ram 2gb ipad 6th gen pro motion technology 120hz screen refresh 6th gen 60hz a10x chip 6th gen a10 laminated display bit large size 105 6th gen 97 still expensiveeven u need buy apple pencil separately better u go ipad 6th gen 32gb variantu frread
review-0a748452-f9e2-47c4-b9f8-faa396913d85,Sibi George,5,Awesome,excellent product also got good offer definitely recommend go want safe secure online delivery product time screen size 97 good reading watching movies
review-5713be89-3ac7-4212-8310-fdc05d231819,Tamin Mili,5,Excellent,perfect piece student size sufficient battery awesome display superb touch super smooth gaming quite brilliant camera descent matter since reading gaming
review-f926e8b3-5fc4-47f7-8fb4-460e0971ecd3,Jayanta Guha,4,Very Good,great product value money things done ipad found specifications cellular bigger price differences enjoy feature well required cellular paring iphone facetime happy gadget
review-2ec3fb22-9398-44a0-b6e3-f73ac49fbfe5,Gomathi Ananthnarayan,5,Simply awesome,best tablet 30k hands downperformance amazing battery unbelievable ios 12 beta updatepencil support greatcamera acceptable skype calls better android tabletsoverall great package u get discounti got 23kjust close ur eyes go
review-fc2ac474-22b7-4c22-a732-689752dc37cd,Shoumik Chowdhury,5,Simply awesome,best deal flipkart ipad overall product really good apple musicians amazing see device instrument handles pretty good music production well supports apple pencil well support apple keyboard however buy keyboard logitech used via bluetooth ipad
review-faf73759-ef7b-418b-9f80-02801169de9e,kumar Ranjan,5,Great product,one best budget ipad excellent battery backup best display bought mainly pubg 60 fps always smooth graphics got 19k bbd sale
review-72f52334-8238-44ea-9b20-7c2d02c1e1a7,Vibhakar Lal,5,Worth every penny,amazing graphics multi tasking capablethis indeed value money ipad evera10 processor breeze even demanding 4k editing graphic intensive gamelag free screen never needed pro 120hz screen waoloud enough speakers keep tag relevant video watchingseamless airdrop faster 2017 ipad bluetooth connectiongood vr game app integration fact amazing experience camera taking pictures pathetic thoughtdid nread
review-f2fec24c-d6ca-4b21-95f3-8f48bbbf7b46,Ankit Kumar,5,Must buy!,worth buying tab range provided tabs provide speed n features good performance camera good per basic need okay bought 18999 sale happy also supports apple pencil needed artist problem gap pencil screen wont feel difference unless pro overall best tablet world
review-2e37e6f2-1050-4b28-8df2-5b3f2add2b52,Flipkart Customer,5,Fabulous!,buy without doubt cool amd performance oriented ipadyou use high performance oriented application like game 4k editing doubt gameplay good ipad especially pubg handle high graphics settings
review-f1a32f9b-55b5-4685-ac29-f5f6b3679e71,Shrijan Chandrakar,5,Terrific purchase,good genuine product flipkart great device educational purposes much entertainment purpose im student using surf internet watch video lectures read notes youre student ipad list many content available soft copies days using ipad way better laptop competition ipad best market supports apple pencil nothing coread
review-a0b0c5f3-a920-4159-91f1-700a139914dd,Snehil Bajpai,5,Perfect product! Most Recent Review,writing review using ipad around 1 weekfirst service flipkart like next level got ipad within 2 days placing order ipad well packed making sure harm damage occurs ipadas soon opened box love one packaging box design apple beautiful pleasing eyesperformance ipad beast simple words performance soo mesmerizing every app game runs soread
review-c3e68a2c-5822-41f6-bb61-a25297f4f6ee,Flipkart Customer,5,Classy product,apple ipad 2018 best table one buy price range im engineering student found ipad extremely useful since books available pdf format online free rather buying stores im also planning buy apple pencil soon got tablet rs 23900 big billion days absolute bargain compared price apple store
review-74d60f93-3789-4a5e-8e6d-3462f23df809,Piyush Ranjan,5,Awesome IPad,got ipad hours back must say one best tab one get price range apple performance superb book reading g8playing games wonderful experience thanks flipkart got 2 days
review-e1a72529-d621-4d92-8131-206bcbe47296,Abinash Panigrahi,5,Excellent,bought bbd sale price steal perfect value money bought study purposes received product good condition proper packaging lets hope functions smoothly longer run
review-52353a46-3136-4a2b-a504-9ba543989ba5,Parikshit Sudan,5,Best in the market!,ipad good tab gets price pointsaw reviews talking air gapbut trust cant even notice itappears pencil works fineand price tab compete itandroid tabs dead next best ipad costs twice muchthe thing bothers reflective ness screenother wise wonderful product
review-f1f92bd4-3a65-41f8-a4f4-8267e1eee87b,Amit Utkarsh,5,Worth every penny,amazing bought study purpose qnd dont carry books stuff everywhere jave everything inside apple pencil usibility expands infinity truly love wish fast charging since never short power source fine battery optimisation also good lasts one full day good usage use making notes goodnotes draw sketches procreate also read newspapers amd books good entread
review-774ff353-a615-4e12-95dc-68a911aa07b7,Manoj Seval,5,Terrific,doctor profession bought reading research purposes sitting busy opd hours want refer something way easy cool pencil support minimalist ipad pencil good go class good buy worth money
review-e198c434-0758-4688-a9a1-198abae06b71,Ronak R Kalro,5,Classy product,awesome hd screen outstanding battery second week ultimate ipad 6th generation ive charged twice till 98 still 53 used games like pubg8 ball pool till watching moviesive watched like 57 movies speaker still battery performance unbelievable youre looking low budget high performancebig screen gadget must buy ive upgraded ios latest one iread
review-bf0c1a1d-5374-4d08-a015-eccdd280bcf7,Flipkart Customer,3,Just okay,using macbook pro time highly impressed audio quality graphics smoothness oneplus phone also provides superior audio quality camera compared ipad let audio hardly audible without headphonesthe touch buttery goes display audio big disappointment
review-4ddd2882-6132-4063-a546-7437b081bfba,Siddharth Nikam,5,Excellent,really value money purchasing first ever tablet got know peoples choosing apple expensive ipad rather going cheap tablets available market cant get diamond price iron really worthy spend bucks buy apple ipad peace yearsthanks flipkart amazing discount delivery per promise
review-70bb4de1-7da0-48a6-b9de-f97f8ea1f528,SUBHASH SHARMA,5,Best in the market!,product apple always awesome doubtyou clear cost bear pocketvery tight budget go ipad 6th gen 32 gb wififurther buying ipad note talkingapple pencil must buy explore full experience ipadif buying media streaming go android tablet huwai samsung
review-83c7f562-0c5e-48fd-a94b-1de0ea53347d,Saurabh Kumar,5,Perfect product!,ms general surgeon preparing mch gi surgery excellent tab good display read gi surgery books mark write native ibooks apphighly recommended neet ss preparation
review-8cfeb906-c94b-49e3-b19d-eb07c33eb555,G PAWAN KUMAR,5,Perfect product!,apple premium product take care uniqueness stands terms faithful customers ipad 6th generation totally outstanding quality performanceease pencil installation external storage supportat price even camera quality better bearable specification much expecta paisawasool buy students
review-d44ab0b8-dc31-47d3-9a77-86754d4e1bae,Nathan Drake,5,Simply awesome,best ipad ever seriously price range performance simple awesome new ipad os 13 love battery quad hd retina display superbb camera upto mark okay one word osm
review-47f69d0a-dfe9-41bd-aba8-3099795ac4a9,Atul Varun,5,Terrific purchase,bought ipad bbd 2018 review comes 8 months use review based experience producti student pursuing ca device comes great help students like us one bulky bags heavy books trust save shoulderperfect complimentary device apple pencilwhat thisthis comes great help writing notes annotating pdf moreover books published icai hard also webread
review-9c7bbf9c-c07e-4e5c-849e-d6f5f5ba0599,vishal vilas,5,Terrific purchase,absolutely fantastic performance using month works superior tablet pricing one thing like apple speed decrease time common problem android tablets majorly os
review-2ec36fb8-e005-4939-b0b9-9248a5035a27,Shivani G,5,Worth every penny,love course used fast charging shame takes much longer hour charge love features tab general clarity display packaging quality product advertised buy apple pen instead bought metro capacitive stylus drawing purposes works quite well far complaints good reviews
review-4bf94973-62a9-4594-8514-ad1382762c0a,Mr.DGP Mrs.DGP,4,Value-for-money,expected im fully satisfied pubg hdr graphics like chopy feeling prefer dont buy spend extra 8000 ipad mini 5 2019 model better gaming camera also display
review-99b4530e-a86c-48a7-b559-02263ae6c1a4,Asam Parwez,5,Fabulous!,youre looking pocket friendly efficient tab consider ipadpubg runs smooth lag free device graphics quality really amazingjust go
review-b9c8e45f-ba40-4c9c-a642-8c313ac8ae25,Flipkart Customer,5,Perfect product!,guys one best tablet 28000 student extremely useful apple pencil advantage diagrams notes gaming side playpubg highest settings hdr
review-d1c38bff-a9f4-42cf-9328-1568f6a91153,Avneesh Singh Saini,5,Worth every penny,total value money easily best tablet price rangepros good productivity youre student great day day use battery life immense im gaming perfectly fine reading job frequent travellers minimalistic simple yet powerful like typical apple product fantastic screencons full screen mode watching videos doesnt take whole screen 16x9 screen size camera isnt great read
review-64ed93ff-922a-4ef1-a880-0dfd58c58142,sumit ranjan,5,Highly recommended,youre planning buy tablet play games watch video would definitely recommend buy 97 inch ipad 2018 model planning buy ipad totally confused ipad pro ipad air 2018 97 inch ipad pro powerful requirement play games watch videos buy ipad pro waste money many people thought like air gap display trust find difference using iread
review-a96ce7ad-168f-46c2-a1cd-4768fc3e169a,Dr Rajesh Patnaik Thonangi,5,Awesome,initially inertia buy ipad mac book pro somehow bought feel best thing ipad handy carry study best feature ipad battery life displayi cant carry medical books articles pdf ipad highly recommended students professionals near future planning buy apple pencil devices access hard drivei bought 18999 flipkart sale really feread
review-80efb8e6-dd08-4a0b-a066-22f6f755d51b,Vikramaditya Singh,5,Best in the market!,review 6 days usagethis best value money product apple battery backup mind boggling used 10 hours single charge still juice leftprosbattery backup12 hours normal use67 hour playing videos continuously wifimultitasking function great especially split screen function mind blowingcharging timefrom 10 70 takes 2 hours less 4 hours full chargeverifies read
review-71e566c5-348e-460a-b8ad-5ab2217d9758,KARTHICK M,5,Highly recommended,bought ipad 20000 amazing display good price deal superb sound quality performance mark camera quality poor never expect apple overall nice tablet
review-07de2e8a-0fff-441f-a57e-ae59b959e7fb,Hrishi Suthar,5,Perfect product!,captivating device plethora pith things given usefull creative educational purposes moreover battery performance insane however selfie camera good back camera gives fascinating performance
review-ac43c1a5-4a91-46c1-a7d1-1b43f09fd7c0,Rithwik Mohan,5,Awesome,comes tablet computers believe competitors ipad lineup used ipad mini 2 since 2014 ive seen far push performance devices still deliver without compromises im undergoing third year bachelors engineering thought high time upgraded new powerhouse definitely pocket friendly hence bought average camera8mp rear sensor con find packed ipread
review-a4c768f7-cccc-476d-853b-6bdfe0aa6047,Abhinav Rathor,5,Great product,a10 snappy enoughcamera good enough essential tasksdisplay good n touch response greatscreen gap thing issue allusing reading multimedia n regular taskstab isnt really necessity decent laptop youre looking get one n enough money go ipad android tabs dont even come closehaving apple ecosystem helps
review-059deb39-b891-4905-83c1-f6d8c8f3d665,Rohit Sharma,5,Brilliant,ipad perfect peoples tight budget want enjoy reading obviously outdoors awesome indoorsi using month shows signs lag pubg loads almost instantly makes wonder apple people 2gb ram companies cant manage 4gb apple experience completely magical artistic using apple device start realise steve jobs vision craftread
review-2020b12a-721b-4627-af77-57b84b9eeed7,Noba Kishore Shyam,5,Good tab for gamer,first ios product change android iosbut ios ios better product sense old android user lots games sign gmail account cone play games like playing android big screen good battery average camera processor ui match gives u high speed performance happy product using one day
review-459d6f62-bab8-4612-98df-f44f193d2a1f,Flipkart Customer,5,Mind-blowing purchase,value money ang pubg high graphic settings default gold color best cheap sale must buy apple fanboy like ios system a10 fusion chip gave best performance video editing gamingi love product
review-b16bf8c3-e059-418c-a0cc-9111967a4218,Parimal Sinha,4,Wonderful,review 9 days use product really good value moneyu blindly go u need tab got faulty charger though working anymore flipkart support refund exchange dont believe refund policywhich clearly says 10 days delivery dey simple tell go apple service centers issues recommendation would buy authorised apple store flipkart 1 15 k discount worread
review-52a9cee6-60fe-4e67-8a11-f8a9eb0074ba,Piyush Aggarwal,5,Classy product,got rs 21500 parired beast apple pencil ipad best performance battery backup display extremely bright color bright quad hd screen much better full hd screen lag device new ipad os gives desktop type experience battery backup excellent doesnt drain even 1 screen good device pubg lovers run pubg high performance graphics cameread
review-0071e8cb-ff55-4400-8253-23c3555090f3,Flipkart Customer,5,Classy product,bought yesterday everything works fine ipad came accessories apple provides plan use study tool average user needs ipad browsing watching videos making digital notes best smartest option
review-19ee62b7-222b-4e18-9038-91c2476206c3,K R Vijayaraghavan,5,Terrific purchase,using ipad month probably fast work efficient tablet ive ever used battery beast around 8500mah everything could hope faster imagine anyway many options like one price range tablet price range simply sucks apple pencil support stunning display
review-8a2c774c-a294-41bc-ad53-69c339dc9937,Naveen Majeti,5,Excellent,thanks flipkart good packing timely deliverygot sealed box device charger working fine android fan tables feel ipads better value money apple releases new versions 34years many android tabs samsung asus lenovo hardly give 1 2 updates os becomes oldalso ios runs butter smooth 2gb ram best buy tablets segment got 185k
review-2684464c-61b6-4a23-8dc7-2b4c14a2dfd5,Shubham Kumar,5,Wonderful,first apple product updated ipad os 13 immediately unboxing feels like im using mini laptop app store rich applications utilise full potential tablet whether entertainment productivity display gorgeous look ipad os 13 theres dark mode nice thing display isnt laminated one see gap sides speakers good loud user experience best accessories expensive becaread
review-748e4e67-0d7b-497f-8263-7a2eff19ba54,Rupdeep,5,Simply awesome,thanks ato big billion days flipkart got amazing price 18300 amazing ipad price display superb quality battery life amazing performance superb fast main attraction ipad os 13 makes ipad close mac super fluid use ipad buy good apps accessories pay lot money worth android lover say apple apple price dont even get decent laptop read
review-9c41e49b-b421-4d9e-9e16-7991f32c58c6,Jahnab Choudhury,5,Excellent,great tablet seriously powerful hardware price better performance laptop price bracket apple pencil fun gets double latest ipados takes capabilities ipad whole new level
review-e706d71d-bf1d-4e7d-beab-afaac028a7d7,Ajita Padhi,4,Nice product,price worth offeringos software upto datescreen lot expections screen average trying play 4k resolution movie12 gb file couldnt play ityou max play 1080p resolution though video 2160p availablecameracamera concern let know averagesound sound quality good loudness averagebattery battery backup seems good though takes time read
review-ebab41f7-2970-4f02-a5ca-70ddac9f07a8,DrAbhishek Saxena,5,Classy product,doubt excellent product price need hand tab entertainment work dose job 97 good instead 102 7th gen thing good dont expect camera
review-73343631-28de-4864-925c-ab9af8ce69a7,Flipkart Customer,4,Good quality product,decent ipad average user doesnt wow factor value money get exactly except play heavy games smoother experience tablets course ive always loved apple simplicitycons front camera comes average screenfill flashlight rear camera doesnt flash 12mp 8mp par iphones 5mp snd 12mp average brands dont go youve use camera primarily
review-fc9f3b9e-402f-47c4-b180-d6c50f41e220,Abrar Peerathi,5,Awesome,happy purchase ipad 6th generation worth every single penny loving product apple lover reason
review-d302af58-6eca-48e4-a6d7-bfbc8a34f1c3,Pulak Majumdar,5,Super!,got bbd 19000 definitely value money price got instant ios 13 update useful net surfing hotstar jiotv jio cinema youtube netflix hoichoi every thing running smoothly get fully charged runs long battery backup good ideal media consumption get used ios user friendly unlike android apps customised ipad ie comparatively bigger screen internet entertainment second option pread
review-d106ec31-f8e0-4045-af43-3c7a3c808992,Mang,5,Awesome,best ipad best price student wanting get ipad go great device lasting battery good performance large screen people talk nonlaminated screen find side writing absolutely great id really recommend ipad college purpose gaming multimedia etc
review-d56f6d1f-2db3-44ed-a1a1-1180432d9354,STR VJ CVA,4,Really Nice,apple ipad 6th gen superb performance good worth money best pubg machine
review-39109d0d-084e-460b-b2fe-96a72db6072c,V K SRIDHAR,5,Simply awesome,simply go smoothly handles many apps display awesome two days batterybut file transfer sort lightning port pen drive storage size lessvery good pdf ms office browsing complete digital assistantat startyou put home work enjoy apple
review-79cdbef7-2f17-44bc-8961-1273e43ab8a9,Neha Sharma,4,Really Nice,want something branded yet value money definitely go undoubtedly awesome gives happiness using smooth performance lot functions like reading making notes gaming order apple pencil variants apple pencil along albeit didnt ordered budget would icing cake
review-b138c0b4-263b-4515-bc91-4fcfed69535a,Yugal Hedau,5,Terrific purchase,best education value moneyworth spending hard earned money coz increases ur productivity wrk education fr whichever purpose u use boosted battry bckup 12hrs tweaking settings really boon fr worried coz musicphotosmedia per apple policies simply download documents app ull love dis product like lover sorts gains
review-e4773ba3-a237-465b-bfc1-dad53e597166,Flipkart Customer,5,Best in the market!,value money better android tablets delivered time camera good according price fingerprint sensor fast easy use
review-74e03424-2c00-4735-b92b-d82e7ff21478,Soumyadeep Ghosh,4,Value for Money with the assurance of an Apple Product,life made simplified person needs study go notes pdfaudio booksebooks charts ppts mails run anything trust level optimization device boasts unparalleledstill applepencil gurantee improved productivity product built well best value moneycons display bestbut suitable price paytrue tone 2 camera great3 speakers onread
review-0ef79311-96d5-46aa-b0fb-f807c2e8ed50,Sagnik Biswas,5,Must buy!,bought 6th gen ipad march flipkart using since 3 months pubgplaying device honestly good tablet camera thats lot ones going photograph someone freaking tablet ipad cpu iphone 7 still decent somehow powerful 2019 youre good small screens little bit extra money go ipad mini overall great ipad never expected deals apple products
review-8b164db1-7056-40c5-a94c-060b21cab8ab,Arjun Kesava,5,Just wow!,budget based ipad works fine go apple device like iphone mac behave like one devicenote aspect ratio device 43
review-d4ddfbfe-ca82-41f2-afde-45bad2d9da88,Renuka Diwale,5,Just wow!,fantastic product recommend flipkart buyers thinking buy product flawless work like perfect apple also flipkart gave good service
review-6387ef01-693b-4e87-bb49-f1a5b4ad932a,Flipkart Customer,4,Very Good,first apple prodt nd hd great experience must buy students u buy gold rose gold colour must go
review-44ee09f3-1936-423c-bd02-84b49a6b5a7e,Anoop Singh,4,Wonderful,camera worth barely sufficient make even video calls taking pictures poor battery back good even continuous video audio playbacks screen resolution barely sufficient looking stunning pictures videos value money given got deal discounts operational performances speed sound quality connectivity
review-4bc3ccf2-620c-47b0-a6cc-d0754b7258b5,Gopal Thakur,5,Great product,fantastic purchased studies really happy serves purpose thing misses support 4g 4g variant quite costly got less 20000 thanks flipkart amazing go better buy apple pencil
