,one_plus_7t.csv,customer_id,user_name,ratings,review_head,review_body
3038,3038,review-ced1d0c4-7bcd-4e45-999f-96fd244a65bf,Debraj Chakraborty,4,Nice product,fantastic product camera app hangs times
3039,3039,review-1e59d65e-6486-425a-8840-16393bb72b76,Mannan Khan,5,Great product,good od
3040,3040,review-8a7c661d-7168-4af9-9ab8-97dc8d25cb73,muhammed favaz,5,Worth every penny,superb camera best processor type c chargingstylish design great value money 14000 really allrounder
3041,3041,review-276d4e97-89ed-45cc-9ae4-4d19685b0f56,Jatin Gour,4,Worth the money,mobile performance good build quality good iam feel laging camera camera quality awesomeiam happy earphone sound
3042,3042,review-51ac6790-57c6-44c8-b6db-5ef1db3f9718,Sagar Singh,5,Best in the market!,really excelent
3043,3043,review-395a0395-760e-4109-8efd-ffe4d67ef7b9,Sheirsh Saxena,4,Very Good,redmi note 7 pro real pro terms value money budget segment performance top notch camera awesome along type c fast charging must buy
3044,3044,review-c515f623-6efd-4c4a-8e7a-828923fc6b3e,Priyansh Bansal,5,Best in the market!,best phone range camera ultimate recommend phone highly want premium phone speaker volume good sound clarity awesome display best fully satisfied phone
3045,3045,review-e67623e5-2921-42ea-8100-9f481558df26,Shailendra Surya,5,Terrific purchase,awesome
3046,3046,review-1f77e612-a356-4ea2-9e65-0c4feb98a09c,Muku Beeka,5,Awesome,best phone range display amazing camera isnt extraordinary job perfectly battery also ok okoverall beast range
3047,3047,review-25052b7e-7a09-4cd9-bffa-e3efca45206b,KANAHYA LUTHRA,5,Just wow!,purchased mobile 13 mar sale flipkart using 2 days amazing till never used redmi products loving itaage kaisa chalega dont know amazing design great feels premium value money
3048,3048,review-38362832-e5c7-4933-991c-6b27d04cc8f0,Narendra Singh,5,Perfect product!,best camera
3049,3049,review-36633f14-bb1a-4e04-b27d-c5ae5450157d,Muhammed Swadique,5,Best in the market!,awesome
3050,3050,review-0655a748-6f16-415f-a899-ccf6eef6b03d,Flipkart Customer,5,Just wow!,awesome
3051,3051,review-3274c51b-4122-4ffc-a7db-26de062891a9,Flipkart Customer,4,Good choice,good one worth price
3052,3052,review-2db71621-1190-4258-b98a-669ad74d40fe,Kunal Salunke,4,Delightful,everything awesome got issue system system crash constantly every 2min activate internet anything stuff reset since reset crashing
3053,3053,review-11e69539-9b1b-40c0-89e3-c302aacd5664,Nagaraju Payavula,3,Fair,good look
3054,3054,review-8d50a9d0-a969-4564-b2e9-2eaa1babd2eb,Flipkart Customer,5,Highly recommended,awesome price range 48 mp camera good told think optimized software update came processor lightning fast processor value money think camera department improved give spend definetly
3055,3055,review-eb300df2-5370-4c9f-8cd0-99280c63f17d,Anil Kumar,5,Great product,excellent nice looking smart phoneperfectly meets acceptationsand quick delivery good service flipkart thanks flipkart anil gurjar advocate saharanpur uttar pradesh
3056,3056,review-e264d7ca-4d24-4aaf-9a03-719b8304d941,Flipkart Customer,5,Terrific purchase,good
3057,3057,review-476c8af5-ed0e-43be-acf0-a9b7fc776cc6,lokesh valluri,4,Simply awesome,awesome mobile
3058,3058,review-ef2cf9eb-11c7-41a5-9bd9-2a937de9e154,Manpreet Singh,5,Awesome,awesome phone price range n looks killing everytime
3059,3059,review-c5524a61-7033-4d3a-ba0b-e76e1b8bda49,Sahab Khan,5,Terrific,awesome phone low price pubg running smoth without lag
3060,3060,review-52fa1308-30df-47ac-a6d9-042d1a5d166d,saiful islam,5,Classy product,probably best phone price range great service flipkart team
3061,3061,review-63162e71-fbb3-48c8-8be4-0df3cb3fa110,Subir Roy,5,Highly recommended,best class
3062,3062,review-09d264f5-85a8-4aed-b224-7dc0def0cfd5,PRINCE PANDEY,4,Delightful,beautiful camera better processorbest price segment mobile phone 15kjust amazing price
3063,3063,review-d6dfb104-1426-4c34-bc6b-d6c96a46ac70,Ashish Rana,5,Best in the market!,quick delivery flipkart mobile good display awesome speed superb five five
3064,3064,review-94fa3aa3-1349-495d-b3e8-33db226bf389,Narendra Kumar Patel,5,Brilliant,best 7 pro phone
3065,3065,review-6a9710cb-5be5-4127-9a5b-cf0f2b02ed1c,kamal kumar,5,Mind-blowing purchase,good one
3066,3066,review-32c41f0b-34e9-457d-848b-484a75372fda,priyankar nanda,5,Terrific purchase,best phone 15k segment 2019i strongly recommend go product redmi without thinking much
3067,3067,review-981f5764-73c1-458a-b6d9-a30d37b2f914,Flipkart Customer,5,Brilliant,best phone 20 k
3068,3068,review-361f9dc5-c5e8-456f-b615-43a5130c37a4,Sureshreddy,5,Just wow!,beast form xiaomi best budjet phone value money
3069,3069,review-d3f6223f-931b-4cc7-8430-ca682f34bebb,Divyansh Mishra,5,Best in the market!,one wordmind bogglingprosdesign really eyecatching glass back looks really premiumamazing camera really nice see difference flagship camera budget phones camera decreasing really fast would rate camera 910 considering price would give 10performance amazing snapdragon 675 one latest chip market right phone smooth butter throw anything itll handle itread
3070,3070,review-aa4618b8-acbe-4652-b5eb-d4004ea203ec,Pratik Sahu,5,Mind-blowing purchase,product absolutely better fro samsung series
3071,3071,review-89b23c95-bde1-45e8-ae23-e2e037549f0b,Sanjay Shyaka,1,Terrible product,nice phn good quality
3072,3072,review-f4c076e5-353e-4f9f-8d12-f5140196c62a,Ranjit Singh,5,Excellent,nice phone good service flip cart thank
3073,3073,review-e8456a2d-dcd7-47ae-ab0e-60cd3d42de03,MANISH KUMAR,5,Worth every penny,everything perfect
3074,3074,review-ecb25100-5c35-4593-b4f6-a6ef8f460f20,Gaurav Jain,5,Terrific purchase,nice
3075,3075,review-75473f4d-521a-4576-90f6-f99e2d4674ee,Vinit Raut,5,Great product,nice
3076,3076,review-a182d3e6-795d-4ab0-937b-4433a6889a53,Flipkart Customer,5,Brilliant,words thish mobile awosem camera flagship good dilivery thanks flipkart
3077,3077,review-ac6b9127-fae3-4249-8ff3-55ba50ceb9a5,Anil,5,Mind-blowing purchase,good phonesupper camera claritybattery performance goodi wish future mi used amoled display phone
3078,3078,review-ee81d849-776c-4e13-9d3e-ead44f514762,Adil Imam,5,Worth every penny,smooth full butterly battery performance superb best camera pubg runs smoothly overall awesome
3079,3079,review-ff620d2e-bc42-4b49-a973-048768661f97,anand prakash,5,Fabulous!,good range
3080,3080,review-c5021d8d-c6e6-46fa-a370-851ba71f8bc8,Yogesh Garg,5,Perfect product!,felling happy
3081,3081,review-4ad581d7-d870-44e7-ad1d-104138a8dc6f,Rajwinder Singh,5,Simply awesome,nice product
3082,3082,review-124a9820-ff6f-4634-9aa2-d8cebaa3a8d0,Shaikh Haneef,5,Brilliant,awesome phone prizebut camera note good well a1over look
3083,3083,review-5eaf6829-781d-45bf-9461-9731accf6a44,AJAY KUMAR,5,Classy product,amazing phone price range love phone superb camera nice battery backup
3084,3084,review-4b9b8fac-8ea2-4a99-9a8c-b703e2b3f632,Pankaj Jangir,5,Best in the market!,incredible phonejust go blindlydont think negative reviewsthe phone everything need price segmentlove u flipkart
3085,3085,review-246c2a32-d8b8-408c-ae2e-48fde3acd9a6,Flipkart Customer,4,Very Good,awesome rear camera really awesomeabove average front camera batterynice performanceworth moneybuild quality also goodlittle bit tension order really fair product deliverythanks
3086,3086,review-115eb5dc-f40b-482e-8323-b170e5525a3d,Kunal Gavit,5,Excellent,nice product affordable mobile best feature price range
3087,3087,review-59f6aa39-c42f-4a9d-93c8-ab558c68aa03,Ajith JOHN,4,Good choice,thank god got phone first sale pray phone work smoothly review 60 days usage pros 1 stunning rear camera average front cam2 beautiful design especially gradient back read
3088,3088,review-fc87816d-9fdd-427b-8077-4389f9d2a46e,FATEH MOHD KHAN,5,JUST WOWWW,enjoying lot awesome performance farsuperbbbb
3089,3089,review-f1d1cf83-dfd0-463e-8951-998855b6ccdc,Keshav Gupta,5,Wonderful,plz next work triple slot must
3090,3090,review-9723c6d1-4253-47a9-898a-ca47e1c3bf23,Sohel Rana,5,Super!,thik gd best phone range money
3091,3091,review-c9d882ab-d847-4e1d-99e1-4f934d817470,Abhishek Guleria,5,Awesome,thank fast delivery thank xiaomi value money phone range
3092,3092,review-c002c60d-bd9b-49d3-b04c-04bd740db765,Sachin Gupta,5,Worth every penny,killer phone good
3093,3093,review-e484788b-b33c-47ec-839b-ea638dbdc305,Hiren Kavaiya,5,Perfect product!,great phone aggressive price
3094,3094,review-e4ac906f-9d6e-4799-80fd-ff2a1a1cabb4,Nitesh Dhakad,5,Just wow!,really nice
3095,3095,review-fdccb661-2944-4833-b9a1-0b38c78094b9,junaid ahmed,4,Value-for-money,weight balance goodrest spec nd performance great
3096,3096,review-146bf937-4de8-4e4a-9928-6bd248fe3451,Flipkart Customer,5,Wonderful,comment awesome mobile
3097,3097,review-f65e6b13-b92e-4941-9c5e-997ca8d78c39,Parikshit Madhukar,5,Mind-blowing purchase,amazing specs bugs update fixed camera spectacular
3098,3098,review-d63423e3-71f1-4b70-bdde-5b1bf7b72ac2,Krishna Vamsy,5,Brilliant,perfect device 15k issue 12mp photos sharp better 48mp photos hope see improvements camerathere negative reviews like screen flickering noise call bugs fixed latest ota update issue 4g 4g working network mentioned website
3099,3099,review-21f18961-0d3a-4d06-901d-b14678145456,LaFlipkart Customer,5,Great,said true
3100,3100,review-e8b1a628-d40e-45b1-a04a-3fcbd1096557,Pradip Soni,4,Very Good,awesome phoneexcellent performance nice looking phone superb rear camera front camera okeeoverall best phone price rangethankyou redmi thankyou flipkart
3101,3101,review-5ed1a09a-4989-4c93-bb14-344fc87a8f72,Manab Mandal,5,Excellent,great phone excellent performence killer price best value money phone good
3102,3102,review-d0f873d3-fbee-4524-adf5-fd7c89f258b9,Vijin Chandran,5,Great product,price power pack
3103,3103,review-5665acf7-e0b3-4c4e-aacc-99ae4748c712,Flipkart Customer,4,Delightful,mobile excellentonly one issue case cover fully protect camera lense
3104,3104,review-4abeb6c8-3527-4d77-8cc5-8a89a4231e8c,BIMALENDU MONDAL,5,Simply awesome,excellent product enjoying product
3105,3105,review-3aee0c7d-c5a9-4a51-bfbb-b92682bb69c3,Ankur Kumar,5,Perfect product!,premium phone camera bestbattery performance goodgo without doubt
3106,3106,review-bdbfa28d-792f-4781-9759-87d10dd8f280,Rishabh Jain,5,Awesome,awesome producti really loved
3107,3107,review-e8f904d9-f670-428b-a5ba-83da77d6c6ea,Md Shabbir Alam,5,Awesome,camera awesomephone looks premiumtotal value money
3108,3108,review-9756c39f-5ae2-4269-b8e6-3b09753b34d9,MANISH KD,4,ekart service is faster than other,fast delivery time given
3109,3109,review-7becf70f-3f2d-404b-a853-78438fa27d61,Ram Patel,5,Must buy!,price range exilent mobile
3110,3110,review-7c6f4c00-038f-4379-86ac-77d2ceffc7b4,Tarun Saha,5,Must buy!,nyc
3111,3111,review-0c08d4d9-8007-436c-b1f1-3595e0dc0558,Bittu singh,5,Just wow!,best camera phone year
3112,3112,review-7f4d9cf3-7728-4c38-ab68-20f39a1b2282,Mitesh Joshi,4,Nice product,got first flash salephone goodbut 1 con camera app sucksit repetadely hangsi dont know
3113,3113,review-5112be2d-7531-4fea-bfb9-b7d525d95787,Gajender Khola,4,Wonderful,good product got detective piece earpiece working well request flipkart replace
3114,3114,review-134be623-ff50-4acd-b123-3a8bb4b0ddf9,Shaunak Khair,5,Just wow!,anyone looking gaming phone 15k go pubg lag 0 phone
3115,3115,review-5ee43d27-c09c-4fd4-9978-e7abe0bf3108,Flipkart Customer,5,Highly recommended,awesome product simply outstanding best phone budget
3116,3116,review-02f0892e-2d88-4441-a331-e1625cb7b5c1,AVINASH SHARMA,5,Fabulous!,awesome phone awesome camera
3117,3117,review-8bd86dc5-b028-480c-90ff-6f7ac8caa4d5,Srinu Reddy,5,Best in the market!,looking hosome good built qualitybut camera much logs especially 48mp redmi please update camera future
3118,3118,review-b64cf0f3-5310-4e2a-81a7-cbd5aa9d870e,Manish Kumar,3,Fair,product good received approx time given packing valuable thing worst
3119,3119,review-706d1cea-64de-4690-9c62-72d671e68e93,Sumit kumar singh,4,Really Nice,best experiancebest smartphone priceloved product
3120,3120,review-cc57c6f4-e776-41f4-a41d-f1346006c4a6,Imran C,5,Super!,go best phone get price pro1great screen2great battery3good performance4best camera price front cam also good5audio good single speakercons 1some game lags may mainly new snapdragon 675 need optimisation2there camera lags mainly 48 mp modemight get fixed soon update3i saw 1 ad ui easily disabled4video stutter issueswill upread
3121,3121,review-041b677b-d56c-4eb3-895d-450d3d77defa,Punyatirtha Pati,5,Must buy!,best android till date words describe beauty 48mp camera like dslr front camera fine portrait looks awesome battery backup amazing snapdragon 675 wonder probably winner market
3122,3122,review-748ba043-39c7-4cbe-a0b4-69326701d779,Pradeep Kumar,5,Best in the market!,recommended buy product good
3123,3123,review-b46894d0-a79c-412e-9163-a41d1e33c22e,Samrat Singh,5,Classy product,awesome phone best camera price section nice look great performance
3124,3124,review-d1e05659-8ef8-41ab-b346-23f8d55bc497,Jugma Jyoti Nath,5,Perfect product!,thank flipkart super fast delivery performance phone awesome play pubg without disturbance display good perfect package happiness go mi rocks
3125,3125,review-8f8b6839-a1a5-4476-bfd5-a5bc22e304d0,Joy Roy,5,Must buy!,good phone also performance unbeatable well camera using memory card primary sim 2 nd slot case redmi note 4 faceing problem
3126,3126,review-95936904-0927-4715-9f55-5bd373c61f3a,Gautam Gadekar,4,Good choice,nice product
3127,3127,review-6c39e4fb-7080-4b9b-a5a5-42a9920c9955,Vikram Singh Rathore,5,Terrific purchase,u wont expect much price bracket
3128,3128,review-de5c9390-7c41-4c04-9325-df5f907f574a,Aman Kukreti,5,Awesome,phone good expected camera seems bit hype still worth price
3129,3129,review-5cb3e1f3-6ca2-45d5-9248-5030676d6c0d,Sarthak Mistry,5,Worth every penny,beautiful mobile value money product
3130,3130,review-b9e7674a-29c2-4d69-aac5-58ce12988308,Himani Patre,5,Classy product,happy purchase phone works fast good product
3131,3131,review-dcd577a3-f84c-400c-81b9-c8fedf2da3e9,prakash Prakash,5,Perfect product!,good
3132,3132,review-8141b1f5-c410-4b08-a6c7-68c4caa8778a,Raghavendra Atharga,5,Terrific,super mobile look like phone im second time buy mobile
3133,3133,review-5414a876-1170-4f91-9533-1b201e20ec6b,Roneet Kumar,5,Classy product,master piece loved everything set camera performance display lovin
3134,3134,review-b78b3125-40b0-46b9-bc55-306479e5c7d9,Pratik R. Gugale,4,Delightful,good product
3135,3135,review-64dcd2ac-afff-46ac-b074-4c5c27dfb07d,Chaitu,5,Super!,super phone camera super
3136,3136,review-3d74fd99-942f-4d40-9b88-cd745dddbafb,Flipkart Customer,5,Highly recommended,love mi
3137,3137,review-c69c6014-6b85-4114-9678-8056422a5e2c,Sourav Biswas,5,Super!,beauty outsidebeast inside
3138,3138,review-d1d1b3a5-d148-4485-b2b0-8c5834eb4ad1,Mayank Dewangan,5,Awesome,ty flipkart
3139,3139,review-58a9a858-ef0e-431f-89ec-1073c12f477a,Abdul Rawoof,5,Excellent,redmi note 7 pro space black black beauty
3140,3140,review-cb41073c-8b32-421c-9812-69eb3766a097,mohameed afridi,5,Great product,toooo gud
3141,3141,review-cdc03daf-97dc-4fa4-8f8b-e4f5951bdb82,Jagadish Kumar,5,Brilliant,value money
3142,3142,review-b408692e-89c8-49a7-9b0f-42398bbedd47,vishal k,5,Best in the market!,camera performancedesign awesome
3143,3143,review-ec252288-e65f-4277-aed5-5fe0d052d0a7,Suresh Katraji,5,Excellent,lags pubg front cam bad battery drains fast
3144,3144,review-8b798d73-39f6-4155-8155-a3f6309fb62d,Suhel Khan,2,Moderate,verry bad expiriance hat phone battery good many problem speaker issue mike issue bad
3145,3145,review-244fcfbe-3ba0-4ed9-b48f-3c7adfc34c25,Rohit Darji,1,Did not meet expectations,better buy samsung m30mi fooling 48mp result zero
3146,3146,review-982737ba-c357-4faf-bc6c-6a2f6f17cf02,Kartiujjwal,2,Bad quality,bad lick
3147,3147,review-7f2b5f3e-5d14-4525-a767-438366325427,Joseph Kurishinkal,1,Absolute rubbish!,heating issue
3148,3148,review-fa5d33ea-5fe2-4839-b1bc-a85f2aa2ba13,Arun John,2,Moderate,bad dont buy product camera bad get 48mp
3149,3149,review-d4ba7641-0bdd-4849-9985-f3df16674065,Suchitra Datta,3,Just okay,great phone needs serious update phone camera lagging crashes doesnt even open images portrait mode slow beyond imagination optimisation worst possible level 48mp brings improvement table 12mp counterpart phone needs update asapapart camera everything else good expected little screen bleeding around notch
3150,3150,review-39369197-48ef-4a02-9f58-6a7eea606903,Arka Bhowmik,5,Just wow!,probably best 20k phone right looks good feels goods sounds awesomeeven 13mp mode camera takes good pictures low lights pretty good tooit take slow motion videos 1080p 120fps means 5 times slower possiblehowever find settings change rate slow motion okay things 48mp camera special feature taking raw pictures video reason simpleread
3151,3151,review-dd9f72ed-507e-4a0d-8dd7-086198dd60e9,Anirudh Meena,5,Simply awesome,awesome phone fully paisa basool purchase blindly
3152,3152,review-5467c2c8-d665-4c64-b5a7-f127bf52ffc6,Nani K,1,Hated it!,camera quality poor
3153,3153,review-34fe6e4f-47d4-4ad2-8ea3-ee42f252830a,Abhishek kumar Gautam,5,Super!,good camera real 48mp camera may find lord shiv picture
3154,3154,review-15c8babd-27db-4961-9ca3-6881fd74b5ff,Suraj Sk,1,Did not meet expectations,48 mp camera portrait mode
3155,3155,review-0330c7a5-5eb5-4bb6-b774-782502b1bc2b,Kali Kumar,1,Not recommended at all,poor material used mobile
3156,3156,review-9426f0e4-3ca2-489e-962a-bdd49b1a2118,Sumit Sharma,3,Nice,heating pubg 5min play also skipped frame hd settings
3157,3157,review-92d35ab9-e502-4b00-9012-df90d0f92858,SURAJ DAVALE,1,Don't waste your money,48 mp showing quality camera image blurred zoomed
3158,3158,review-e80e180d-fde2-4cde-9df5-82fd898a4b0c,Vijay Reddy,1,Utterly Disappointed,ads phone
3159,3159,review-8aa972ef-245a-4788-a57c-c892934f85f6,Aman Verma,5,Mind-blowing purchase,doubt handset powerful price range great camera recommend one buy chinese origin
3160,3160,review-82337409-6fc1-4ffe-bc82-90dbdf831837,Ankush Sharma,3,Nice,battery good
3161,3161,review-ce21e884-76cd-4094-97c8-503283d2034e,Meghnath,5,Worth every penny,best camera stylish smartphone made redmi best phone 15k imi
3162,3162,review-14daa562-6adc-4a14-95b0-0e8bec3950f7,Flipkart Customer,1,Terrible product,average product
3163,3163,review-f136557c-2ea6-4fe0-92e3-3659ad202a4e,Flipkart Customer,1,Worthless,wastage money mobile hanging frequently network goes frequently camera hanging frequently volte goes frequently put airoplane mode u come airoplane mode network never comes back shows sim card
3164,3164,review-f9e49c1b-ca6e-4ccc-9000-739a93daed7a,Madhusudhan V,1,Worthless,tried return many times receiving day didnt worked performance worst hanging day
3165,3165,review-925b1153-9f27-4a4d-825a-b03b06b0f59c,SAYAN ROY,1,Hated it!,worst phone xiaomi using 20days phone speaker stop working suddenly given repair centre xiaomi change speaker dont spare replace thattotally wasted 12k phone
3166,3166,review-58999066-a32c-4bbb-9836-a8a81bfc225a,Shaik azmathulla,1,Horrible,got defected mobile applied replacementthey respond proper waymi care boys worst fallo
3167,3167,review-7230e3a4-6118-4628-a09a-724bfc93d902,Vishal Vishal,5,Terrific,prosgood cameraexcellent battery lifegreat face unlock featuretimely updatesinfra red sensor blessingconsway bigtoo damn heavylcs screen pretty underwhelmingspeaker pathetic u crank upto 80 listendodgy touchscreen responsebiggest con uimiui get nerves every n u find lag leaves bad taste overall experienceps using one plus 3 hence cons wont count people
3168,3168,review-19b82a09-b1cc-46b5-903e-4d574d11dbdf,Shubham Sharma,3,Nice,phone near good goodpros1 good back camera2 fast processor hence nice performance3 good display4 water drop notch gives 5 star look5 gorilla glass protectioncons1 bad selfie camera feels like camera redmi 5a2 heating problem device gets much heated kept closed inclosure jeans pocket polythene protect rain3 camera app hangs continuous picture clicked hope issue solved ota updateread
3169,3169,review-f8f98991-e8db-49a2-afed-675d22cb6550,Mahalaxmi Industries,1,Worthless,good phone currently best phone segment competitor realme 3 pro however costlier final verdict buy phone without research trust wont disappointedupdate 8 months screen bad one drop boom display gone
3170,3170,review-36332afc-5ab0-41de-93cc-d3a49adb27cc,Flipkart Customer,1,Waste of money!,internet connection bad compared previous redmi note 4camera 48megapoxel averageheats like iron box tried putting omelette screen also much heat
3171,3171,review-aecd5772-4dbf-4fc9-948f-c1a8824b4332,Flipkart Customer,2,Bad quality,redmi note 7 pro manufacturer defect speaker work well
3172,3172,review-e5d68739-0620-4e7f-afb8-66a871ffb03b,Mehul Bisen,4,Nice product,phone nice lack super amoled display
3173,3173,review-182519d9-022f-4057-9caa-64f54c6d9019,ashish verma,1,Hated it!,screen broke within 10 days
3174,3174,review-aa28b890-7be2-426e-a05d-3ebaa4d9d326,Sammuel Yanna,5,Worth every penny,super mobile prefer mobile
3175,3175,review-540407f6-7504-4a2c-8d5e-6ba316038871,Laxman Reddy,4,Good quality product,camera okbut expect 48mpbluetooth problemwifi problem
3176,3176,review-521990c3-1bb8-43c4-a2de-3c715a7e351c,Bariya Bhupendrakumar Ramsinh,5,Highly recommended,powerful camera
3177,3177,review-5ce982a1-1ba9-49ab-b4fb-c951ae151675,Sonu Monu,5,Terrific,camera good
3178,3178,review-bde5ed16-0733-4d4f-8699-f3d5c92875b5,Sunil Sharma,1,Flipkart has delivered Mi note 7 pro defective peace,recently bought mi redmi note 7pro 15 march 2019 today 27 march 2019 using headphone found headphone jack working contact mi store flipkart replacement refuse
3179,3179,review-8a5d2d51-8902-4f14-a9e9-007f3d67f27b,JATINDERPAL SINGH,5,Classy product,awesome phone best product mi superb camera
3180,3180,review-81804d70-e1e1-42f4-b8b0-7d853d0b2e0e,Manoj Nagar,5,Overall Good Package,phone performance excellentrear camera good price rangefront camera averagedisplay design goodgood battery backupface fingerprint unlock quick
3181,3181,review-e8e714c2-817f-41a5-9649-25074bdf8e32,Eshwar Chintu,5,Highly recommended,super vey nice camera
3182,3182,review-c342cb03-682e-4618-8aa4-727236948f2f,Aship SM,5,Just wow!,mind blowing purchase really good manufacture
3183,3183,review-35575f24-1efd-4465-b60a-a05da6ae20ed,Sandeep,5,Fabulous!,48 mp camera nice high dimand phone value money
3184,3184,review-715fccb0-5b30-4d44-81d5-260139d68837,Praveen Rajput,5,Brilliant,1010 best redmi
3185,3185,review-0995d8c6-822e-488e-9e0e-876ba37d9f3a,Yashojwal Panchabhai,4,Really Nice,awsome mobile
3186,3186,review-34b4df50-994f-4f92-9538-fa22bf2f0dcd,Vasanth S,3,Good,good
3187,3187,review-bd27943f-dbbd-4cf5-b5c9-b75183e5052c,S RAMA KRISHNA Vadapalli,3,Nice,nice looking awesome product totally good mobile
3188,3188,review-a25db312-b126-4fc4-993a-d54038f7981f,Abhishek Gumate,4,Nice product,shot 7pro ultimate
3189,3189,review-21bc224e-c642-4e83-ac70-70f1caaa9ec4,Nagaraj Pujar,5,Fabulous!,value moneyworth buying
3190,3190,review-fb8a44f7-0acc-4012-a3c6-d4fe017e7e7e,John Mathew,5,Worth every penny,fabulous camera performance price range
3191,3191,review-750d37f9-2c88-4c16-9028-9ee92b95d08b,Bharathi G,5,Worth every penny,awesome camera stunning outlookpowerful performance android beast affordable pricethank xiaomi
3192,3192,review-8c69a1c2-1ff4-4acb-886c-abece996b8bb,Harilal R,5,Super!,aswome camera
3193,3193,review-7a69ab22-2d9a-4393-bdd9-85bdd403a312,Rohith T,4,Good choice,excellent camera
3194,3194,review-9287253c-41c6-40d1-a317-76defe1524c9,Durgesh Patil,5,Mind-blowing purchase,awesomeredminote7problackvalue moneyamazing night mode
3195,3195,review-4230062e-033d-46b0-9306-ae8a96780732,Paramjeet Sharma,5,Highly recommended,perfect
3196,3196,review-f3388333-2b3c-4348-825b-dba46b8a48f3,pappu kumar,5,Just wow!,awesome phone price
3197,3197,review-0b7e84c9-a4af-4cd2-832d-d64a49e1bf09,Moumita Middey,5,Mind-blowing purchase,awsome reviewed loved picture quality absolutely love phn colour nd outlook
3198,3198,review-77eb6984-6688-45ef-a779-e54f638f4a32,SOURAV DUTTA,5,Fabulous!,night mode feature camera powerfull part redmi note 7
3199,3199,review-6df8eed1-4aa8-4ec9-963a-c63576eaf5d3,Vineet Kumar,4,not recommended,waiting product 2 months many issuesnotification issue settings getting change automaticallypoor video quality inside facebook app video runningpoor battery performance even 12 hrheating issue playing pubgcamera upto mark
3200,3200,review-d7646cbd-eac2-4c00-b334-871b6c51242d,Amit Gupta,5,Everything Great except 48mp Camera Smoothness,one issue mobile 48mp camera smooth though takes wonderful pics takes one pic hangs bit every time need patience using parties want take multiple pics together comes embarrassment using avoid timerest everything great
3201,3201,review-07e9402f-09d7-47d4-8e2c-062b8b75b062,Sakthi,5,Fabulous!,thank xiaomiawesome device l
3202,3202,review-eea19fdf-33a4-4a9a-95fb-0027175a43d4,Flipkart Customer,5,Terrific purchase,super camera quality thanks flipkart
3203,3203,review-74be1d22-eb75-4bed-9f44-8cab89bbea97,Gijesh George,5,Great product,absolutely superb
3204,3204,review-11f2001c-bfd8-429d-b2e3-a01aa00b433c,Triveni Reddy Chennuru,4,Good quality product,good product value money
3205,3205,review-9adfbf95-81e1-4c30-b5e6-a04a40eb1e5e,Biswajit Neogy,5,Brilliant,superb phone value money neptune blue looking divine
3206,3206,review-40f04386-25de-4abb-aea2-5d845fd0627f,vc venkatesh,5,Best in the market!,back cam excellent worth money good performance snapdragon 675 dont get lag playing pubg
3207,3207,review-be699cea-e22c-41e5-adf2-d5b24da0e07f,Edam Vijay,5,Great product,indias camera beast whooping
3208,3208,review-9ccaa222-c422-43f3-b26b-0de3b32bc3ce,Paramita kulshi,5,Wonderful,love picture quality battery backup awsome used phone 2days without charging finishing looks crazy love get hand
3209,3209,review-483ed11a-4507-4a55-8dac-3e212db042f2,Arvind Rao,5,Great product,fabulous camera really nice product
3210,3210,review-9408572c-27af-4206-9867-3a8d890979b1,Mayur Nandkumar Pawar,4,Worth the money,nebula red looks absolutely awsome thanks flipkart
3211,3211,review-fa20c5ad-1dab-480c-b040-cf09b058a700,ravi umar,5,Mind-blowing purchase,awesome camera value money rangepretty look
3212,3212,review-b94ff967-9e20-4094-91e1-640988f16c7f,Shubham raj,5,Brilliant,look exceptional
3213,3213,review-104328f5-2fda-4bea-9082-708118fdb9b6,Salman Khan,5,Just wow!,camera quality best
3214,3214,review-6243c80f-7c98-4d58-bfed-9d407d841442,Akash Prasad,4,Pretty good,superb phone
3215,3215,review-bb591f34-3028-4e88-8497-1cd61aa93056,Animesh Das,5,Excellent,amazing experience photographys performances battery u need awesome
3216,3216,review-b2ee67dd-caae-42da-baf8-daf4a8927be5,Pritam kumar Das,5,Awesome,vale money awesome cameragreat experience love phone thank redmi
3217,3217,review-1250743e-21eb-463e-8575-067a9269ad6c,Pawan Kumar Gautam,5,Simply awesome,best phone price amazing performance every aspect nice job xiaomi
3218,3218,review-6faab11d-9f06-4ba0-aef2-65d44ecf9f9e,Ravi Prabhakar,1,Not recommended at all,quality camera zero per compare 48 mp phone india
3219,3219,review-8c23b5f3-aa31-4f3c-ba04-b184ec0c9ab2,Awdhesh Soni,5,Terrific purchase,phone absolutely perfect camera awesome expectations meet 48 mpnight mode camera quality absolutely incrediblebattery backup superboverall phone awsome value money
3220,3220,review-69404b3c-48de-4a6f-9372-fd4c1a53bfbc,Shubham Pandey,5,Worth every penny,superb rear 48mp camera nd also superb front facing camerai think alrounder phonevalue money
3221,3221,review-1f80727d-0619-44ed-b517-41685dd4edb1,Mohammad Salman,5,Simply awesome,nice camera battery phone performance good nebula red color beautifullove phone
3222,3222,review-4e418de8-4653-46a4-8302-0c916b8af0e3,Flipkart Ananya deb,5,Great product,awsm
3223,3223,review-8352f37d-0b91-4c39-bd20-5aed9164c8eb,Flipkart Customer,5,Highly recommended,worst camera dont buy
3224,3224,review-300a88ab-96cd-412d-ba10-9a8f86363796,Sham,1,Not recommended at all,camera lagging able take continuous photos performance slow denied replace disappointed waste money waste time
