customer_id,user_name,ratings,review_head,review_body
review-6941ad3d-ab7f-4c10-98da-c5c5b25abf2d,Bikesh Kumar,5,Simply awesome,used 3000 lens used 70 300
review-31bd6e68-dd24-426c-8ed0-0a4d832e6551,Flipkart Customer,4,Very Good,good camera n first dslr loved delivery took long got camera bag camera lense 16gb card batter charger lense cap carry strap good camera beginners
review-17b19e56-85ab-4001-96e1-caa07943ae5b,GOKU SMOX,5,Super!,love canon 3000d
review-aebfd4f6-7246-4cb3-803f-810fcff97fd8,Ajo Joseph M,5,Best in the market!,first dslr good one beginners easy use worth money always super fast delivery flipkart loved
review-7da61fe8-0f1c-4cda-b443-8b79e1caf514,Flipkart Customer,1,Terrible product,camera good would like give 5 stars dont go flipkarts cost emi option name sake charged way worst thing flipkart bank unable tract extra money getting credited 1 star flipkarts poor service
review-2506ab91-6524-4fc7-afda-a059846b2a4b,Subhendu Metya,5,Perfect product!,nice
review-f532d382-5f0c-4d8d-8b21-48756b5f6de4,Flipkart Customer,5,Mind-blowing purchase,nice pic
review-a99270b9-ef52-4188-88e0-f3709544d242,Rishabh paliwal,4,Very Good,nice camera good entry levelworth
review-bc72cd1f-79dd-43ba-9feb-992c953eca19,Flipkart Customer,5,Excellent,nice one
review-8ebf85a0-128b-4a95-9687-3300b3e01ef0,Flipkart Customer,5,Just wow!,awsm camera light weight easy operate wifi function great tnx flipkart
review-7cff2232-c7ff-40b6-995f-d937be72a4a0,Himanshu Tripathi,5,Worth every penny,best camera photo shoot video recording
review-39597700-fc9b-4ed5-a6e4-7f7947e87911,Suvayan De,5,Fabulous!,cheap best want price u r fool best begginers
review-52f4a332-5f7f-44e5-abfc-78186462f6a1,Maruti Peddada,1,Did not meet expectations,either seller flipcart deceiving publisshing false offers lure customers
review-2df3b2b9-9575-4467-9145-c7e7c17fffac,Anjela Sahana,4,Delightful,nice productlove
review-be0e9078-42d4-43bb-ab37-08e744cf863f,Sangam Tamrakar,5,Highly recommended,excellent basic photography
review-128c06f3-d7c4-4ad7-81c5-6e49fb6a669b,Flipkart Customer,5,Just wow!,best dslr canon eos 3000
review-237f1785-e38d-4625-ad1c-c6432061bbe3,Flipkart Customer,5,Awesome,excellent dslr low price
review-e6d8c87c-a006-4eb4-958e-2c1d9829d88d,Rakesh Pareek,5,Terrific,good camera range biginners go
review-a9e6150b-655d-42aa-85f9-6811a48bc0d8,Kirtiraj Jain,5,Brilliant,nice
review-aa661ae8-6e70-465e-abf5-717c19757e45,Mukesh Behera,5,Wonderful,satisfied
review-19913100-61e9-4a7b-9b19-fe8618ba27af,Flipkart Customer,5,Wonderful,excellent product
review-9939ca0d-52ce-4e69-babd-01d2fddd6812,Fahed Ali,5,Must buy!,picture quality awesome best choice beginners
review-99cc3b30-5acb-494d-a0b9-3dec52918d68,Ankit Patel,4,Nice product,good product
review-3a2d63c2-ce66-4ad4-b31e-b559aa13d009,Nilakantha Tripathy,5,Highly recommended,really good one beginners
review-18ca63f4-ca5c-4be6-b2d9-1b3c5a922c19,Basu Raj,3,Decent product,several functions available body quality bad better go 1500d
review-1c41f8de-d7bb-45d0-afdf-212d047271b0,Asif Rahaman,5,Simply awesome,awesome picture quality im happy
review-26156dc6-a545-4da6-bae3-374564a88eca,Hiru,5,Great product,nice product
review-932c478b-55a1-4635-8c16-e25a27c192ce,Flipkart Customer,5,Best in the market!,first camera osm camera
review-98ad2f1d-c7fb-4059-837b-5aef155d3de3,Sameer Ram,4,Nice product,captures brilliant beautiful images day low light sharing samples happy got 17k big million days thank flipkart fast delivery
review-901d15e8-e25d-4bcb-b150-5a0e664cc44c,M s m Mmm,1,Useless product,seller lot times cancelled return request detecting memory card dont trust money gone totally disappointed self foolish worst product canon 3000d
review-a1c6e305-72f7-4630-8dfe-1629aca8af22,Nikhil kumar,5,Mind-blowing purchase,best entry level camera
review-8f5eb60f-b4cc-43f6-9456-3d24d32e2d97,Abhishek kumar,4,Really Nice,good short distance 1855mm lens clear blur far objectso camera good blur near object
review-f5467b0c-028f-4f27-8083-1f37836fc267,Yogi Raj,5,Super!,awesome beginners
review-6cdb86e1-1126-43a7-9f44-7e85bf215f7b,Shameem Mecheri,5,Highly recommended,nice camera
review-66ebc642-cc0f-415a-a269-15e54c7fb3ad,Subham Das,5,Mind-blowing purchase,great entry level dslr almost features like eos models love
review-89146289-0090-4372-aa36-8639488a3f72,Shalini,5,Super!,splendid camera though beginner photography piece steals show still need find make features available pics says
review-012c5f9c-27e4-42cf-9a02-87e73189dca0,Krishnan Vaidyanathan,4,Wonderful,good
review-6c53816d-d569-49ae-a558-e66e96be41e6,Flipkart Customer,5,Fabulous!,good camera
review-79cf36b9-fff0-494b-8824-a067e3b739ce,Flipkart Customer,5,Brilliant,super camera first dslr super love
review-0ed14e2f-70de-4b33-8b78-c9809faeb2d3,Sheersho Pramanik,5,Perfect product!,best dslr youll find sub 25k rangepros 1 less 500gm easy carry travelling2 superior 18mp sensor image stabilization3 easy transfer photos canon app android ios connect wifi network4 f 45 aperture perfect outdoor photographycons 1 subpar plastic build2 lens mount made plastic dont keep taking lense repeatedlyive attached snap shots well
review-051fd92a-0759-42a6-81ca-2c47605b1380,Sayeed Anwar,5,Awesome,osm camera beginners
review-fd781cbe-f4d4-4b56-96bf-75070eac9d14,alby skaria,4,Value-for-money,good beginners image quality features good
review-e0c60d12-1d89-483b-8f07-7735d2292dc2,Anshul Sethi,1,Utterly Disappointed,please note new canon models 3000d included canon modified external flash hot shoe thus cheaper brand flashes longer compatible cameras instead buy expensive canon flashes want external flash
review-1d0667ac-6d37-4239-82c0-775b4a4c74a8,Qaseem Gulzar,1,Not recommended at all,order canon camerarecieved sony cameraso disappointing
review-7e470f73-f44f-473c-b68f-323f1854a88d,Mohd Arshad,5,Terrific,superbbb pic quality great product low price
review-42149c22-d004-403d-93ac-cba643923415,Flipkart Customer,5,Mind-blowing purchase,pleased product drawback doesnt separate onoff button
review-749abc2f-68a3-4e91-acb6-1e8d083993d2,Harsh Mak,5,Super!,superb dslr camera
review-dcd55395-844e-4fbb-a0c2-04c0caf837c6,C.Ganesh Prabhu,5,Great product,best entry level dslr buy 16000 bigbillion days hdfc credit card thanks flipkart
review-93be55ea-a2ba-4734-8976-006443432378,Atanu Kanrar,5,Terrific purchase,superb
review-1c09602d-8768-4b65-be21-2afcf3e35bef,naveen kumar,4,Nice product,nice camera good pixils
review-809910d6-2987-4294-a7bc-fe41d70ba781,Flipkart Customer,5,Perfect product!,nice
review-3fdcd8c3-a5b1-4791-a28d-08ba71802038,Partho Banerjee,5,Terrific,good camera beginners flipkart delivered fast product genuine got 17k bbd deal worth 100 genuine product
review-d01f3398-2f9c-48d0-815e-5ff3bb0a26e4,Sanu kumar.v,5,Excellent,awsone productloved itentry level dslr camerabest price
review-ef9244f0-6550-4b94-ae41-560b6332a4b6,Rajeev Saigiary,1,Useless product,first go amazon usb port working returnexchange policy bad family shopping minimum 15k monthly shopping need stop onward
review-d9a83d00-b3bd-44e3-a61c-15a7f8e081d4,Sanjay Sanju,4,Really Nice,nice camera nice delivery delivery partner good one thanks ekart
review-3de9388f-b02c-48ef-9df9-93770fe11dd5,Flipkart Customer,4,Wonderful,nice camera hand
review-2e71c285-0e73-47cb-86dc-eb736ba83d17,Upendra Vishwakarma,4,Wonderful,good beginners interface cable must include camera
review-a4a52c13-6d8d-41d0-97ee-c1a7792cb1fa,Shakeer vaduvanchal,5,Best in the market!,nice prfomence camera
review-d2b2a059-5c42-4f66-9d01-2a0d9c09e2df,Krishna Nath,5,Terrific,thank flipkart cool product
review-ac8374a9-da3a-4a51-901d-3a4516798ada,jeevarathinam,5,Terrific purchase,good camera beginners also easy use image quality nice
review-6bc0dbb3-0998-4aab-9b53-c1b9830fb448,Flipkart Customer,4,Worth the money,basic functionalities good enough beginner learn struggles bit low light conditions kit lens images produced colour accurate
review-8a474c78-bbb6-4058-99b2-9c49a282a607,JOYDEB ROY,5,Terrific purchase,good quality pictures
review-9d3f658b-5a70-4b28-b187-4e3437fb460a,Vijay Prajapati,5,Terrific,nice camara canon
review-c62340e9-db4f-4efa-9660-fbda15c89e15,Kiran Jalibenchi,5,Must buy!,super qulaty
review-a92785cd-e1d2-430d-835f-b42358d76f3c,Rampravesh Chauhan,1,Absolute rubbish!,battery getting chargedand dont know
review-d6389d4b-a5a4-4d0e-a8c6-0028aa6280ac,ROHIT BHOSALE,5,Mind-blowing purchase,awesome
review-7547bbb8-692d-4b99-83e6-541e47967c8c,Sagar kumar ray,5,Simply awesome,side nice dslr short range facilities perfection gud professional camera bt img quality like pro tnx
review-661834f4-429a-492e-88e8-7191faed0c48,Vignesh Varadhan,1,Terrible product,dont buy camera support external flashes camera support ttl
review-e2d5e205-45df-4c06-97d4-4954536d6697,Thakur sharad Raghav,5,Just wow!,nyc product beginners photography price main awesome product ye single kit lens ke shot h
review-7e4e4b6c-0de4-4d70-aef1-cfb7d760bdb9,Sathish Kumar,4,Worth the money,excellent good budget personal use
review-037da114-c0d6-4f46-8c70-73ead0570ee8,Sandeep Kumar U,5,Awesome,superb camera
review-a53f4161-af95-4119-8f7f-0a7b1faf3dd6,Flipkart Customer,4,Really Nice,amazing camera price range display pixel low clearity images seen mob laptops etc best camera recommended new users better nikkon d3400
review-987f802c-ef6e-4099-bb99-48b8eacfe1a9,Madhab Taye,4,Worth the money,good camera
review-b964401f-e650-4910-84f2-27be57fe8090,Rahul Sahani,5,Fabulous!,awsome product
review-bcf3abf7-a67a-4139-bb95-f51d2d0420b1,MUSSARAT SHAMIM,3,Decent product,satisfied product really good wants learn photography gem love go itt1010
review-86777cbf-4e26-4c6d-89d9-93d6e03ba9cc,Flipkart Customer,5,Brilliant,nice
review-9a3839b9-4fab-41b2-8c47-6e345a0ffdbb,Akash Lohia,4,Wonderful,good
review-f13793f3-ce03-455a-b8a3-cbbbf025061e,Dasari Kiran,5,Simply awesome,good product 18k range like 770d wifi good workin photography extremely good pixels good totally good products 20k range little bit slow micro mode working 10mm rage
review-7af5479d-9564-459b-93e8-4e93fed73c08,Venkateswararao k,5,Mind-blowing purchase,nice camerawith perfact price
review-6616418d-23e8-48a5-a344-d9e38157e2ca,Flipkart Customer,4,Good choice,best beginners
review-718033ac-5ae0-4b65-aa48-3a1a573e622f,Sibu Biswal,5,Super!,love camera 3000d nice
review-a24516dd-f220-463e-a9db-23c6bb916aae,Flipkart Customer,5,Wonderful,best beginners
review-a4eb914e-931d-4aa8-ba43-09e1653c812f,Flipkart Customer,3,Fair,great camera beginners
review-5c731cbd-bdc8-4039-8704-89e7f6131e01,Prashant Mehta,5,Excellent,thanks ekart deliver 1 day thanks flipkart shipped time deliver good product issue open cannon picture quality good new comer photography image quality good
review-a502b48a-d19d-4bbd-8811-e704695bbe0a,Flipkart Customer,5,Simply awesome,good product
review-c5320ea9-d0cf-4e0f-bfbf-b73417e9841e,kanhu mohanty,5,Highly recommended,product amazing
review-0faf8273-8feb-4377-ad2e-6cb07c5c2b61,SAKSHAM KUMAR SINGH Singh,4,Good choice,nice productimage quality really good
review-62feed54-4178-455c-8736-976e701ee516,Dipak Panigrahi,5,Brilliant,value money product
review-11877fd8-02fb-4f7a-89ff-0818e6105ff5,Parveen Boora,5,Excellent,good camra
review-a66f6b8f-8b50-407b-b884-710748e7531d,Hemanth navalgund,5,Just wow!,good product
review-b06d8fba-9572-449c-948c-ecce02390324,vetriselvan,5,Best in the market!,perfect dslr beginners loved
review-04939648-2186-42d4-82ae-a9ac1d762066,Arun Raj,5,Super!,superb dslr
review-1d3b7bd2-f714-4021-9ab4-faf094dcd053,Prajwal AD,5,Terrific,nice camera
review-28c9bb6a-4162-4c04-a9e5-0a05d95a38df,balakrishna Ravi,5,Terrific purchase,guys please check charger battery receive product fortunately charger working fine gave itcharger canon service center replacement battery working need pay money pocket havent check within ten daysplease use early possible one received productone important thing replacement also take time
review-d4c2c24a-461c-4859-985e-c318c544f4c7,Hasan Bohra,5,Just wow!,nice dslr
review-4bb16d61-c320-45b4-92ce-e0cb14ce7d00,satyam sachan,1,Terrible product,pathetic built display gross better go nikon 1500d
review-81a06423-be84-4cd7-944a-b82a721f7a11,Jithin T,5,Nice entry level DSLR,bought offer period 16800 product well worth price believe first dslr think may exaggerating good buyvisually build quality premium quality quality images good rich vibrant although considerable amount noise especially artificial lighting conditions buy prime lens want best quality photos one buttons tactile screen beread
review-67fb969f-80ce-44f2-ab0a-f459a5e5bda8,Augustin Wilson,5,Great product,first dslr best dslr thanks flipkart
review-148f139c-c799-40a9-abdc-13fa383fe7c7,Sandeep Kumar,5,Great product,good camerabut flash support camera mean hot shoe different common hot shoe
review-22550cc0-609c-4cc8-b778-b8966f7f2eee,Flipkart Customer,5,Terrific,nice camera beginners change lence u want take long shots
review-31bf082c-a0bd-47fd-b35a-4731e160d37b,Ankit,5,Worth every penny,awesome
review-e4b2afa0-04c2-4b70-8de9-f37818ed2e85,Aminul Hussain,5,Terrific,relly thank fulll flipkart
review-0906fafe-9b5c-4802-a6da-85e63201f79f,saddam hussain,2,Slightly disappointed,awesom camera
review-174f20f7-5deb-4317-a45d-6199e757d100,Amol Kharate,5,Super!,verry nice opinion great camera price range love first dslr lot experiments easy dslr
review-ff4d5560-149f-4abc-8230-c3f10b85ac4d,Kamlesh Singh,5,Worth every penny,nice images fast canon 3000d osama image
review-c4aa4d08-4105-47cd-a36d-5dc0b843795e,mabin mathew,5,Wonderful,supermy first dslrits birthday gift wife
review-c564ac75-a862-4a24-a73a-c677b080bbf6,Prince Mountaineer,4,Delightful,amazing product 4 stars delayed delivery except everything great loved
review-20f8ccdf-23ce-423e-a054-55c24376c9d4,Flipkart Customer,5,Fabulous!,excellent quality really amazing picture quality
review-9b5a2dfd-f427-47d8-ba0d-ec194b952b88,Flipkart Customer,5,Awesome,love cammera delivery fast cammera amazing
review-87be13ea-9152-4504-8ec2-a052541cfbf9,Siddharth Padhi,5,Just wow!,excellent product
review-374b2da1-b44d-42c7-a931-0430376bc5cb,Anugrah Soy,4,Nice product,excellent packing product
review-9857d157-09ca-4731-8b4b-5c957a72bb7e,Surajit Sarma,5,Awesome,good camera personal use
review-8dacb8c2-e541-49a3-96c6-24578faafad2,Dhalendra Ganjir,5,Best in the market!,bad return policies buy future anything baster policies
review-08ad07b2-cacf-4398-9880-75992fba938d,Flipkart Customer,5,Mind-blowing purchase,planning buy dslr long time really good camera beginners level photography course one ability shoot good quality photos may take easily delivery fast thanks flipkart providing low cost pocket friendly opportunity big billion day sale offer
review-07119fd1-2a6e-4489-bdf3-3148ccf695cb,Vishnu M,5,Perfect product!,worth money love canon thnks flipkart
review-e9d4cfa7-a3a9-4bbd-86ad-5bb3f0cab966,Flipkart Customer,5,Great product,wow camerait better nikon d3400 heavy performance
review-7bb0f9c4-f361-4103-844b-5a23745ab5fe,Krishnendu Mohan Bose,5,Excellent,good
review-958677bd-6e91-454d-baea-5ffd8dd68307,Gopal Majhi,5,Wonderful,excellent camera
review-725bea5c-6005-4aa6-8f66-f7b6d74fb9de,Renuka Polawar,5,Awesome,best beginers ill say osm
review-f6fec6c8-f7d0-42be-889e-e155fdbbb5f7,Nadeem Khan,5,Simply awesome,good
review-8f72e62e-3be5-4852-ad15-c2dd6922d3db,Shruti Agarwal,5,Super!,nice camera lens affordable price thanks flipkart
review-078f5bd5-183c-45d3-b0c0-a8e44951ce16,Sapna Nimavat,4,Value-for-money,image quality goodand easy use
review-9025a2fe-195d-418d-a047-3b0dbe358472,Avinash,4,Very Good,nice product price range
review-fb7f3728-e89e-4a06-a862-94b6bcc5ef85,Flipkart Customer,5,Mind-blowing purchase,awsome
review-782b7f57-ad52-4036-8551-0849adebb00e,Flipkart Customer,5,Excellent,product really great totally sctified product really good camera beggner flash button missing good capture 18 mp wasnt good hopeed 24 mp also missing n everything good
review-e65e9538-6bb1-4ee0-91e3-f22722eac93d,Alok Singh,5,Mind-blowing purchase,entry level dslr beginners want learn photography manual mode dont want invest much go itfor learning purpose good although kit lenses good want good quality pics need go extra lenses marketi bought 15k around price unbeatableperforming well nice picture quality descent battery life bit noisyoverall happy product
review-49db4344-3294-4db7-b90b-66efe9e0f411,Flipkart Customer,5,Great product,bought 17k price range good camera ranjitha
review-9f0768ae-280c-4234-b70c-90e11509dc03,Jithin Kumar,5,Super!,nice camera
review-915173d7-db84-4bbf-8c33-a16d98965a4f,Ricky,5,Brilliant,real good gear begginers adding photos taken kit lense also canon 50mm prime lense lil weighty light wait reason lil shaky pics
review-87f14a5c-5c1a-4bbc-ac89-c52c30238433,ShahRukh QurEshi,5,Must buy!,using 1300d earlieralmost picture qualitybut display goodcapture photo transfer phone see claritywhen see photo camera displayit doesnt feels good
review-116e0e17-4441-4583-be2a-8c921c877b54,Dayanandtogari,1,Unsatisfactory,products bad
review-3cb9b64b-a1f2-4ddf-9d86-549cc71dd7d9,Flipkart Customer,5,Awesome,excellent product low price got 17999 best dslr low budget thanks canon flipkart
review-343b9876-0967-4ed1-864b-0f4b7708a05b,Sanket Narkar,4,Really Nice,nice cameramy first dslr happybest beginerseasy use
review-ebbbfc5e-e56f-45f9-997d-cff5e08df0bd,Flipkart Customer,5,Mind-blowing purchase,good
review-93e411ef-4739-42ca-8e80-34065b954085,Driti Basumatary,5,Classy product,started
review-d7cc43c8-2168-4ebb-ad6c-4bdad5238e63,Dhanzit Barman,5,Terrific,good beginners
review-a0d8ac07-a514-4ffd-a60e-492a5667c626,Shrishail Shri,4,Good quality product,best bigenners
review-782f0204-2757-466a-9a84-cb60599198a3,Manik Bera,4,Worth the money,good camera
review-e4beaaaf-11dd-4a57-b51e-d56e71854430,Flipkart Customer,5,Best in the market!,good picturesweight less
review-42f81b6e-b513-494d-8c01-7a235dff365c,Flipkart Customer,3,Fair,good entry level camera good accepted
review-69b4182f-82a2-4862-88bf-1ab376a7cec6,Sreeram Padmanabhan,1,Worthless,35x zoom 3x please check actual canon page buying asked flipkart support change specification page hasnt happened even 2 weeks
review-faeaf535-5e41-40a0-9e42-b4b435cab712,Flipkart Customer,5,Wonderful,images awesomebut display quality low
review-dddc0c2a-4c1c-4d69-af7b-11fc194ebfc6,Ramesh Selvaraj,5,Terrific purchase,first pic awesome camera beginners
review-a50c6daf-75db-48ea-b9c5-48248a0d5c94,Flipkart Customer,5,Just wow!,good product
review-1d42b66d-77ae-4f20-893e-80634fd059c4,SURYA YADAV,5,Wonderful,super price
review-519361ac-8777-4b60-8846-fcb7f0eff55a,Sumanta Kumar Guin,5,Terrific purchase,think best camera beginners pic quality good bought rs 18799
review-489d3f15-2f68-43dd-bb4e-4bdecde8e87c,Nidhi Shankar Modi,5,Mind-blowing purchase,overall perfect beginner nice packing timely delivery
review-45e2b93b-0e23-4e61-8542-e272b3035c87,Dipankar samanta,5,Best in the market!,good productlove
review-f906ebcf-a2ff-48d9-ae5c-eaa0bf422b6d,viku babu,5,Brilliant,great cam
review-a8237d73-0138-4561-ae21-401ee7429a0c,Naresh Bhadke,5,Excellent,good product price range
review-551e55f0-6e99-4016-9cc1-b0892dc9f1e7,Rohit Varma,5,Super!,best camera available got rs 189990
review-adf49b27-adcb-4576-bb95-cbe874e1536a,Gourov Chakraborty,4,Nice product,outstanding
review-eae42160-9a51-4b21-8ed5-c670d63b352e,Debashis Halder,5,Must buy!,excellent camera
review-c40b1ae2-a503-4108-b314-a189efab94b3,Sunny Kumar,5,Best in the market!,awesome dslr range
review-b29cf1fd-d6bc-4ca9-a711-d4c775444809,Mithun Pandiyan,5,Classy product,niice one love 1st photography
review-469e1d24-beda-4337-8a7f-1342dc50f08f,Rahul Borchate,1,Horrible,dont buyit canon ttl flash compatible retailnet fraudthey mentioned
review-841304ab-c410-4127-8aa4-58a61f414853,kiran sunder,5,Fabulous!,good product thank flipkart
review-c4301a18-0cda-4e5f-8d1c-c3ce73fd75d3,vagish singh,5,Just wow!,good dsrl begginers thanks flipkart exciting offers
review-4fd9eb8d-a332-4503-be50-5a8713b8149e,Mahasiddha Koli,4,Nice product,good camera
review-2337ea33-3f24-436f-9628-9bfd59e5e5d1,Rajat Ranu,4,Delightful,nice camera
review-06fe223f-694e-4e22-82d5-ed9c5a9147a4,CHOWDHURY BASIRUDDIN,4,Wonderful,great delivery fast apart flash button piece wheel everything ok image quality good crop sensor dslr
review-0df15a48-5a4d-4d9c-984b-5a1b0f3fcb6d,Flipkart Customer,5,Worth every penny,outstanding product
review-11153452-0046-4253-8673-0c199629c42f,MURTHY KOLLA,5,Worth every penny,simply superb beginners
review-556e3d0f-f290-45b3-bf99-2bc75e104f64,Deepjyoti Das,5,Super!,awesome product got expected delivery
review-4668056f-6265-4100-aca5-bac9cf06d008,Shiba Raj Pator,5,Great product,super picture quality
review-a023df08-92b2-49d8-a6bb-34e2c74de31f,Himansu Sahoo,5,Classy product,awesome product thank flipkart
review-c21396a8-9cb0-4b26-8f43-d796cbd8cc7c,Flipkart Customer,4,Very Good,nice
